"ID_ENCUESTA" "ID_ENCUESTADO" "LOCALIDAD" "SEXO" "ESTRATO" "EDAD" "EDADRANGO" "P2" "P2_1" "P6" "P6_1" "P106" "P102" "P103" "P109" "P111" "P112" "P117" "P121" "P121_1_1" "P121_1_2" "P121_2" "P121_2_2" "P446" "P446_1" "P128" "P203" "P203_1_1" "P203_1_A" "P203_2" "P203_1_B" "P204_1" "P214_1" "P204_2" "P214_2" "P204_3" "P214_3" "P204_4" "P214_4" "P204_6" "P214_6" "P204_13" "P214_13" "P204_19" "P214_19" "P204_8" "P214_8" "P204_20" "P214_20" "P204_21" "P214_21" "P204_22" "P214_22" "P204_23" "P214_23" "P204_24" "P214_24" "P204_25" "P214_25" "P204_26" "P214_26" "P204_27" "P214_27" "P204_28" "P214_28" "P204_29" "P214_29" "P204_1_1" "P204_1_1_1" "P208_1" "P208_2" "P208_3" "P208_4" "P208_5" "P208_6" "P208_OTRO" "P208_OTRO_1" "P207" "P207_1" "P230" "P233" "P234_1" "P234_2" "P234_4" "P234_5" "P234_6" "P234_11" "P234_14" "P234_17" "P234_18" "P234_19" "P234_20" "P234_21" "P234_22" "P234_23" "P234_24" "P234_25" "P234_26" "P234_27" "P234_28" "P234_29" "P234_30" "P449" "P305" "P308" "P450_1" "P450_2" "P450_3" "P450_4" "P450_5" "P401_1_1" "P405" "P407_1" "P407_2" "P407_3" "P407_1_1" "P412_1" "P412_2" "P412_3" "P412_4" "P412_5" "P412_6" "P417" "P421" "P444" "FEX" "_UUID" "_INDEX"
"020SEG_Percepción_y_Victimización_en_Bogotá" "186682080" 2 2 1 70 5 6 NA 7 NA 4 1 1 14 2 8 1 2 NA NA NA NA 1 NA 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 3 2 2 2 2 4 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 188.072421052632 "fe2a69e0-cd2f-44c8-b68f-394fc323e799" 6603
"020SEG_Percepción_y_Victimización_en_Bogotá" "186682084" 2 2 1 57 5 1 NA 1 NA 4 1 2 1 2 8 8 2 NA NA NA NA 1 NA 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 1 2 2 3 2 2 2 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 1 188.072421052632 "64ae7c4b-ccd1-42d4-b52b-0d6545fa1ecd" 6604
"020SEG_Percepción_y_Victimización_en_Bogotá" "186682100" 2 2 1 41 3 2 NA 1 NA 4 1 2 4 2 8 7 2 NA NA NA NA 2 4 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 2 1 2 2 2 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 188.072421052632 "fc98b8a5-de0a-47bc-8bdf-1fb4d8a6c21c" 6608
"020SEG_Percepción_y_Victimización_en_Bogotá" "186682101" 2 2 1 56 5 1 NA 2 NA 4 1 2 15 2 1 7 2 NA NA NA NA 2 4 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 1 2 2 1 3 2 2 2 2 NA NA NA NA NA NA NA NA NA NA 1 2 2 188.072421052632 "bea5ae2a-8376-4e42-841a-01d484131a84" 6609
"020SEG_Percepción_y_Victimización_en_Bogotá" "186682104" 2 2 1 67 5 1 NA 2 NA 4 1 2 1 2 6 1 2 NA NA NA NA 1 NA 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 2 NA 2 2 2 2 2 4 1 1 1 1 1 4 4 4 4 4 4 1 4 1 188.072421052632 "8ecf6095-9335-4397-83e7-9f13af305da1" 6610
"020SEG_Percepción_y_Victimización_en_Bogotá" "186703516" 2 2 2 65 5 1 NA 7 NA 4 2 2 1 5 8 3 2 NA NA NA NA 2 3 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 1 2 2 1 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 5 2 NA 2 1 1 3 1 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 188.072421052632 "39ecff98-bf44-4b5c-b777-ed79ad10e576" 6728
"020SEG_Percepción_y_Victimización_en_Bogotá" "186703520" 2 2 2 27 2 1 NA 1 NA 4 1 2 5 2 8 1 2 NA NA NA NA 2 1 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 2 2 2 1 2 2 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 188.072421052632 "a3f93b97-de3b-47cc-b236-1afe5555f3de" 6730
"020SEG_Percepción_y_Victimización_en_Bogotá" "186705996" 2 2 1 41 3 2 NA 2 NA 4 1 2 1 3 NA 1 2 NA NA NA NA 1 NA 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 1 1 1 2 2 2 1 1 1 2 2 1 2 1 2 2 2 2 2 2 2 1 5 2 NA 3 3 3 3 3 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 188.072421052632 "6b201049-a2b4-4d00-9953-96795b0d252c" 6760
"020SEG_Percepción_y_Victimización_en_Bogotá" "186705998" 2 2 1 38 3 2 NA 2 NA 4 1 2 4 2 1 3 2 NA NA NA NA 2 3 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 3 2 3 3 4 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 188.072421052632 "342d3448-646f-4452-94e9-13bd204e174e" 6761
"020SEG_Percepción_y_Victimización_en_Bogotá" "186706008" 2 2 1 37 3 2 NA 2 NA 1 1 2 3 3 NA 7 2 NA NA NA NA 1 NA 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 2 NA 1 3 3 2 3 4 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 188.072421052632 "f90dc32d-efc2-4638-8035-1a5f85b8ee73" 6767
"020SEG_Percepción_y_Victimización_en_Bogotá" "186981339" 2 2 1 53 4 1 NA 3 NA 5 2 2 1 2 8 3 2 NA NA NA NA 1 NA 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 1 2 1 1 2 1 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 4 2 NA 2 1 3 2 1 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 188.072421052632 "681617ca-0246-41a1-8a84-fb75e62fbe99" 6851
"020SEG_Percepción_y_Victimización_en_Bogotá" "186981375" 2 2 1 63 5 1 NA 3 NA 4 1 2 4 5 8 3 2 NA NA NA NA 2 4 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 2 2 1 3 3 1 1 2 2 2 NA NA NA NA NA NA NA 2 NA 2 188.072421052632 "1cb26f97-0299-4958-9057-f4fa4c560327" 6855
"020SEG_Percepción_y_Victimización_en_Bogotá" "186981384" 2 2 1 81 6 1 NA 6 NA 4 1 2 1 2 2 1 2 NA NA NA NA 1 NA 3 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 2 NA 1 1 1 1 1 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 188.072421052632 "1b51edc8-0010-4744-9770-a8c968f96147" 6856
"020SEG_Percepción_y_Victimización_en_Bogotá" "186981398" 2 2 1 49 4 2 NA 3 NA 4 1 2 5 5 8 1 2 NA NA NA NA 1 NA 3 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 2 NA 2 1 1 3 1 5 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 188.072421052632 "35563828-f92b-4f11-ad64-ce7fda2c723d" 6859
"020SEG_Percepción_y_Victimización_en_Bogotá" "186981419" 2 2 1 19 1 3 NA 4 NA 4 2 2 15 2 8 8 2 NA NA NA NA 2 4 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 5 1 1 3 1 2 2 3 3 1 2 2 1 NA NA NA NA NA NA NA 1 1 1 188.072421052632 "8a7405af-a661-4722-aae9-f4ef722c7a8a" 6863
"020SEG_Percepción_y_Victimización_en_Bogotá" "186998546" 2 2 1 49 4 2 NA 1 NA 5 2 2 3 2 8 3 2 NA NA NA NA 1 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 2 2 2 2 1 2 1 2 2 1 1 2 1 2 2 2 2 1 2 2 1 1 3 2 3 3 2 3 4 2 NA NA NA NA NA NA NA NA NA NA 1 3 2 188.072421052632 "5310d864-0663-4b1b-93a1-630b6025848a" 6866
"020SEG_Percepción_y_Victimización_en_Bogotá" "186998966" 2 2 1 61 5 4 NA 2 NA 4 1 2 4 3 NA 1 2 NA NA NA NA 1 NA 3 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 2 4 2 2 4 1 1 2 2 1 NA NA NA NA NA NA NA 2 NA 1 188.072421052632 "13c3b1df-b108-4036-8bb1-c963983a838c" 6879
"020SEG_Percepción_y_Victimización_en_Bogotá" "187520871" 2 1 6 25 2 3 NA 1 NA 4 2 2 7 5 8 25 1 1 5 1 3 1 NA 4 1 1 1 2 NA 1 2 2 NA 2 NA 2 NA 2 NA 1 1 2 NA 2 NA 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 3 NA 0 1 0 0 0 0 0 NA 96 "RAPONAZO" 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 2 1 2 3 3 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 210.753690140845 "fe8893a5-c7e1-4600-af4a-ea31dac8e6d0" 7129
"020SEG_Percepción_y_Victimización_en_Bogotá" "186685697" 2 1 6 76 6 2 NA 6 NA 4 2 2 1 2 8 1 1 1 1 2 NA 2 4 8 1 1 1 2 NA 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 3 NA 0 0 0 0 0 0 1 "BOLSO" 4 NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 2 2 1 1 1 3 1 2 2 2 NA NA NA NA NA NA NA 2 NA 2 210.753690140845 "c2c49fff-3b64-4d71-9be9-b2544cc71e41" 6614
"020SEG_Percepción_y_Victimización_en_Bogotá" "187769809" 2 1 5 34 2 1 NA 2 NA 4 2 2 1 3 NA 1 1 2 NA 1 3 1 NA 4 1 1 1 1 1 1 2 2 NA 2 NA 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 1 NA 1 1 0 1 1 0 1 "MALETA" 2 NA 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 2 NA 1 1 1 2 2 3 1 2 2 2 NA NA NA NA NA NA NA 1 3 1 210.753690140845 "6be42fb9-5a69-4b5b-aa8b-0017e181cb31" 7241
"020SEG_Percepción_y_Victimización_en_Bogotá" "186705017" 2 1 5 23 1 3 NA 4 NA 4 2 2 15 3 NA 3 1 1 2 2 NA 1 NA 1 1 1 1 1 2 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 1 1 7 NA 1 1 1 1 0 0 0 NA 1 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 1 4 3 3 1 3 3 2 1 1 2 2 2 NA NA NA NA NA NA 1 2 1 210.753690140845 "f9b594da-e3a7-4a8b-bd75-56602acee251" 6759
"020SEG_Percepción_y_Victimización_en_Bogotá" "187042439" 2 1 6 40 3 2 NA 2 NA 4 1 2 7 3 NA 1 1 1 3 1 3 2 2 3 1 1 1 1 1 1 1 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 1 NA 0 1 0 0 0 0 0 NA 4 NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA 3 3 2 3 3 4 1 1 1 2 2 4 4 4 4 4 4 1 4 1 210.753690140845 "633e3953-0d6b-485e-b8a0-6f287db91921" 7045
"020SEG_Percepción_y_Victimización_en_Bogotá" "186710816" 2 1 5 32 2 1 NA 1 NA 4 2 2 3 5 1 1 1 2 NA 1 4 2 1 4 1 2 NA 1 1 1 1 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 7 NA 1 1 0 0 0 0 0 NA 1 NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 1 1 1 1 1 1 1 1 2 1 3 NA NA NA NA NA NA 1 1 1 210.753690140845 "58e24d19-c3b5-46da-854c-1c655c3985b3" 6800
"020SEG_Percepción_y_Victimización_en_Bogotá" "186914247" 2 1 6 21 1 1 NA 1 NA 4 1 2 5 3 NA 1 1 1 2 1 2 1 NA 5 1 2 NA 1 1 1 1 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 7 NA 0 1 1 0 0 0 0 NA 2 NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 2 2 3 2 2 3 1 1 1 2 2 2 2 2 3 3 2 1 3 1 210.753690140845 "a3cafa9b-f63d-44d1-85c5-8abf7411b899" 6836
"020SEG_Percepción_y_Victimización_en_Bogotá" "187522541" 2 1 6 44 3 3 NA 1 NA 4 2 2 5 2 8 1 1 2 NA 1 1 1 NA 1 1 2 NA 1 1 1 1 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 7 NA 1 1 1 1 0 0 0 NA 1 NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 2 NA 2 2 2 2 2 4 2 NA NA NA NA NA NA NA NA NA NA 1 3 1 210.753690140845 "55748ad7-0af3-4301-ba13-706bdc8077d6" 7132
"020SEG_Percepción_y_Victimización_en_Bogotá" "187769815" 2 1 5 23 1 3 NA 5 NA 4 1 2 5 2 8 1 1 2 NA 1 1 1 NA 4 1 2 NA 1 1 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 3 NA 0 1 0 0 0 0 0 NA 4 NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA 3 3 1 1 3 1 2 NA NA NA NA NA NA NA NA NA NA 2 NA 1 210.753690140845 "6d5172b9-8fb9-4ea9-890c-5c83aec37e82" 7245
"020SEG_Percepción_y_Victimización_en_Bogotá" "187593723" 2 1 5 29 2 1 NA 2 NA 5 1 2 5 3 NA 1 1 1 1 2 NA 2 3 5 1 2 NA 1 1 1 1 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 4 NA 0 0 1 0 0 0 0 NA 98 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 2 3 3 2 2 4 3 2 NA NA NA NA NA NA NA NA NA NA 1 4 1 210.753690140845 "dec73e98-87ff-4405-8c60-940aea22b66f" 7205
"020SEG_Percepción_y_Victimización_en_Bogotá" "187471658" 2 1 5 57 5 1 NA 2 NA 4 1 2 1 2 1 4 2 NA NA NA NA 2 3 5 1 2 NA 1 1 2 NA 2 NA 2 NA 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 2 2 1 3 2 5 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 210.753690140845 "9f983a68-6270-4477-a849-0ca800d4c184" 7125
"020SEG_Percepción_y_Victimización_en_Bogotá" "190768265" 2 1 6 21 1 3 NA 5 NA 4 1 2 5 3 NA 3 2 NA NA NA NA 1 NA 4 1 2 NA 1 1 1 1 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 3 NA 0 1 0 0 0 0 0 NA 4 NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 3 1 4 1 3 3 1 2 NA NA NA NA NA NA NA NA NA NA 2 NA 1 210.753690140845 "0e8910b0-324b-446f-9d8f-b731872a1c64" 7311
"020SEG_Percepción_y_Victimización_en_Bogotá" "186669641" 2 1 6 39 3 1 NA 2 NA 4 2 2 5 5 1 1 1 2 NA 1 1 2 4 1 1 1 2 2 NA 2 NA 2 NA 2 NA 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 NA 1 1 1 1 1 1 2 NA NA NA NA NA NA NA NA NA NA 1 1 2 210.753690140845 "6e6d040d-e7ee-4030-a9cc-a00bf96c8b62" 6517
"020SEG_Percepción_y_Victimización_en_Bogotá" "187526428" 2 1 6 33 2 2 NA 1 NA 4 1 2 1 2 8 2 1 1 3 1 2 1 NA 1 1 1 1 2 NA 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 1 2 2 NA 2 NA 2 NA 7 NA 0 1 0 0 0 0 0 NA 4 NA 1 1 1 1 2 2 2 1 2 2 2 2 1 2 1 1 2 2 2 2 2 2 1 4 1 2 1 1 1 4 1 2 2 NA NA NA NA NA NA NA NA NA NA 1 2 1 210.753690140845 "de0d6943-0de8-43e5-a546-d4b890119ba8" 7136
"020SEG_Percepción_y_Victimización_en_Bogotá" "187690480" 2 1 6 24 1 3 NA 5 NA 4 2 2 1 3 NA 1 1 2 NA 1 2 2 3 1 1 1 1 2 NA 1 1 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 6 NA 1 0 0 0 0 0 0 NA 97 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 1 3 3 4 3 1 1 2 2 2 NA NA NA NA NA NA NA 2 NA 1 210.753690140845 "adb010ec-9d01-477c-8808-26b13842a44a" 7226
"020SEG_Percepción_y_Victimización_en_Bogotá" "187536304" 2 1 6 49 4 2 NA 2 NA 4 2 2 5 2 8 1 1 1 1 1 1 2 4 5 1 1 1 2 NA 1 1 2 NA 1 1 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 7 NA 1 1 1 1 0 0 0 NA 1 NA 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 3 1 1 2 2 2 2 1 2 2 1 NA NA NA NA NA NA NA 1 4 2 210.753690140845 "829f755a-43cf-4c43-92fc-a6d03420d32d" 7148
"020SEG_Percepción_y_Victimización_en_Bogotá" "187763598" 2 1 6 62 5 1 NA 2 NA 4 2 2 1 5 8 1 1 2 NA 1 1 2 4 5 1 1 1 2 NA 1 1 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 7 NA 1 1 0 0 0 0 0 NA 2 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 2 1 1 1 1 2 2 2 NA NA NA NA NA NA NA NA NA NA 1 2 1 210.753690140845 "e40ffd6d-e7cc-48f1-b584-c3afd74f5245" 7235
"020SEG_Percepción_y_Victimización_en_Bogotá" "187593883" 2 1 5 38 3 1 NA 1 NA 4 1 2 1 2 8 12 1 1 6 2 NA 1 NA 4 1 1 1 2 NA 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 6 NA 0 0 1 0 0 0 0 NA 97 NA 2 1 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 1 2 3 2 2 3 2 3 2 NA NA NA NA NA NA NA NA NA NA 1 4 2 210.753690140845 "441278f2-9dd3-49ad-8a59-e270f0792f99" 7213
"020SEG_Percepción_y_Victimización_en_Bogotá" "186946850" 2 1 6 33 2 2 NA 2 NA 4 2 2 1 2 5 1 1 1 2 2 NA 1 NA 8 1 1 1 2 NA 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 3 NA 0 1 0 0 0 0 0 NA 1 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 2 2 2 2 2 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 1 210.753690140845 "af1b184c-9f0e-4b53-ab9b-97dfe48e9e08" 6844
"020SEG_Percepción_y_Victimización_en_Bogotá" "187554057" 2 1 6 40 3 1 NA 2 NA 4 2 2 5 5 8 19 1 1 2 2 NA 2 6 1 1 1 1 2 NA 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 3 NA 0 1 0 0 0 0 0 NA 4 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 1 4 3 3 3 3 3 3 1 1 1 2 1 4 4 4 4 2 2 1 4 2 210.753690140845 "c7205901-3c01-4b2c-822a-64d022872fde" 7155
"020SEG_Percepción_y_Victimización_en_Bogotá" "186638147" 2 1 6 82 6 1 NA 6 NA 4 2 2 1 3 NA 1 1 1 1 2 NA 1 NA 8 1 1 1 2 NA 1 2 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 7 NA 0 0 1 0 0 0 0 NA 1 NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 2 NA 3 2 2 1 1 4 1 1 1 1 3 4 4 4 4 4 4 2 NA 1 210.753690140845 "e98678f5-a28c-4b40-aead-a69d86b35163" 6494
"020SEG_Percepción_y_Victimización_en_Bogotá" "186946856" 2 1 6 31 2 2 NA 1 NA 4 2 2 1 3 NA 1 1 1 1 2 NA 2 4 3 1 1 1 2 NA 2 NA 2 NA 2 NA 1 1 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA 1 1 1 1 1 2 2 NA NA NA NA NA NA NA NA NA NA 1 4 2 210.753690140845 "c5b49b51-68c2-48b1-b026-14791d2865ce" 6845
